ID,Label
0,Health
1,Environment
2,Health
3,Education
4,Food
5,Education
6,Education
7,Education
8,Fashion
9,Finance
10,Health
11,Food
12,Health
13,Fashion
14,Finance
15,Education
16,Health
17,Food
18,Health
19,Health
20,Education
21,Environment
22,Environment
23,Food
24,Health
25,Food
26,Politics
27,Finance
28,Finance
29,Environment
30,Food
31,Education
32,Health
33,Education
34,Health
35,Food
36,Fashion
37,Education
38,Environment
39,Education
40,Food
41,Finance
42,Travel
43,Education
44,Travel
45,Finance
46,Food
47,Science
48,Science
49,Science
50,Food
51,Education
52,Travel
53,Finance
54,Science
55,Health
56,Politics
57,Education
58,Sports
59,Food
60,Education
61,Health
62,Education
63,Food
64,Fashion
65,Food
66,Education
67,Health
68,Finance
69,Health
70,Education
71,Health
72,Education
73,Health
74,Health
75,Finance
76,Food
77,Politics
78,Food
79,Sports
80,Fashion
81,Politics
82,Education
83,Science
84,Health
85,Finance
86,Health
87,Science
88,Education
89,Science
90,Education
91,Finance
92,Health
93,Fashion
94,Science
95,Technology
96,Finance
97,Food
98,Science
99,Education
100,Sports
101,Health
102,Politics
103,Finance
104,Science
105,Politics
106,Education
107,Sports
108,Education
109,Food
110,Health
111,Fashion
112,Environment
113,Science
114,Fashion
115,Education
116,Politics
117,Science
118,Health
119,Health
120,Health
121,Health
122,Education
123,Sports
124,Education
125,Food
126,Education
127,Education
128,Health
129,Education
130,Health
131,Health
132,Education
133,Health
134,Finance
135,Science
136,Health
137,Health
138,Food
139,Finance
140,Food
141,Fashion
142,Food
143,Food
144,Food
145,Environment
146,Education
147,Health
148,Finance
149,Food
150,Fashion
151,Food
152,Fashion
153,Fashion
154,Finance
155,Food
156,Food
157,Fashion
158,Science
159,Fashion
160,Finance
161,Education
162,Food
163,Education
164,Science
165,Environment
166,Education
167,Science
168,Health
169,Environment
170,Fashion
171,Food
172,Food
173,Health
174,Food
175,Fashion
176,Food
177,Environment
178,Politics
179,Health
180,Health
181,Food
182,Fashion
183,Food
184,Health
185,Fashion
186,Education
187,Food
188,Education
189,Education
190,Fashion
191,Technology
192,Science
193,Health
194,Education
195,Health
196,Health
197,Education
198,Health
