ID,Label
0,Finance
1,Finance
2,Fashion
3,Science
4,Finance
5,Education
6,Environment
7,Environment
8,Technology
9,Environment
10,Food
11,Food
12,Education
13,Travel
14,Finance
15,Health
16,Science
17,Travel
18,Fashion
19,Education
20,Entertainment
21,Environment
22,Travel
23,Food
24,Education
25,Travel
26,Politics
27,Finance
28,Finance
29,Finance
30,Food
31,Education
32,Politics
33,Entertainment
34,Health
35,Finance
36,Travel
37,Technology
38,Environment
39,Finance
40,Food
41,Finance
42,Finance
43,Travel
44,Education
45,Finance
46,Food
47,Science
48,Technology
49,Technology
50,Science
51,Technology
52,Technology
53,Health
54,Technology
55,Finance
56,Entertainment
57,Sports
58,Fashion
59,Food
60,Food
61,Travel
62,Food
63,Technology
64,Technology
65,Food
66,Politics
67,Science
68,Finance
69,Education
70,Technology
71,Health
72,Environment
73,Science
74,Technology
75,Environment
76,Fashion
77,Politics
78,Fashion
79,Food
80,Technology
81,Sports
82,Technology
83,Technology
84,Science
85,Finance
86,Environment
87,Health
88,Travel
89,Technology
90,Politics
91,Finance
92,Finance
93,Technology
94,Technology
95,Environment
96,Finance
97,Education
98,Health
99,Science
100,Science
101,Science
102,Sports
103,Environment
104,Travel
105,Fashion
106,Technology
107,Food
108,Technology
109,Food
110,Technology
111,Technology
112,Travel
113,Science
114,Environment
115,Politics
116,Politics
117,Science
118,Finance
119,Finance
120,Science
121,Finance
122,Entertainment
123,Technology
124,Education
125,Food
126,Science
127,Education
128,Education
129,Education
130,Education
131,Science
132,Environment
133,Health
134,Finance
135,Science
136,Science
137,Food
138,Food
139,Finance
140,Finance
141,Technology
142,Technology
143,Technology
144,Finance
145,Science
146,Education
147,Entertainment
148,Finance
149,Finance
150,Technology
151,Environment
152,Environment
153,Environment
154,Finance
155,Food
156,Travel
157,Food
158,Technology
159,Food
160,Education
161,Technology
162,Food
163,Science
164,Technology
165,Environment
166,Technology
167,Science
168,Technology
169,Environment
170,Fashion
171,Food
172,Science
173,Science
174,Food
175,Science
176,Travel
177,Environment
178,Politics
179,Travel
180,Food
181,Science
182,Technology
183,Travel
184,Science
185,Technology
186,Technology
187,Finance
188,Travel
189,Food
190,Technology
191,Technology
192,Science
193,Health
194,Science
195,Education
196,Finance
197,Entertainment
198,Science
199,Technology
200,Food
201,Finance
202,Education
203,Politics
204,Travel
205,Food
206,Food
207,Finance
208,Food
209,Science
210,Politics
211,Politics
212,Food
213,Education
214,Finance
215,Education
216,Politics
217,Education
218,Food
219,Health
220,Technology
221,Travel
222,Science
223,Technology
224,Technology
225,Fashion
226,Science
227,Science
228,Fashion
229,Science
230,Politics
231,Science
232,Fashion
233,Technology
234,Education
235,Science
236,Science
237,Environment
238,Health
239,Fashion
240,Finance
241,Technology
242,Fashion
243,Science
244,Technology
245,Health
246,Fashion
247,Finance
248,Technology
249,Health
250,Education
251,Finance
252,Fashion
253,Education
254,Environment
255,Education
256,Finance
257,Education
258,Food
259,Finance
260,Travel
261,Finance
262,Finance
263,Environment
264,Politics
265,Fashion
266,Fashion
267,Food
268,Education
269,Education
270,Health
271,Fashion
272,Politics
273,Finance
274,Finance
275,Education
276,Food
277,Finance
278,Science
279,Politics
280,Finance
281,Fashion
282,Finance
283,Politics
284,Politics
285,Education
286,Health
287,Food
288,Finance
289,Travel
290,Technology
291,Finance
292,Finance
293,Health
294,Food
295,Environment
296,Food
297,Finance
298,Environment
299,Education
300,Politics
301,Food
302,Education
303,Travel
304,Technology
305,Education
306,Fashion
307,Environment
308,Finance
309,Food
310,Fashion
311,Science
312,Food
313,Food
314,Technology
315,Finance
316,Technology
317,Fashion
318,Travel
319,Travel
320,Technology
321,Fashion
322,Food
323,Finance
324,Technology
325,Finance
326,Education
327,Technology
328,Food
329,Education
330,Education
331,Education
332,Science
333,Finance
334,Food
335,Politics
336,Finance
337,Travel
338,Finance
339,Fashion
340,Food
341,Politics
342,Health
343,Food
344,Health
345,Food
346,Education
347,Technology
348,Technology
349,Food
350,Health
351,Food
352,Health
353,Science
354,Science
