ID,Label
0,Health
1,Environment
2,Fashion
3,Health
4,Fashion
5,Health
6,Food
7,Food
8,Fashion
9,Health
10,Fashion
11,Fashion
12,Health
13,Fashion
14,Health
15,Education
16,Fashion
17,Food
18,Fashion
19,Health
20,Fashion
21,Environment
22,Environment
23,Fashion
24,Health
25,Health
26,Politics
27,Food
28,Food
29,Environment
30,Food
31,Fashion
32,Food
33,Food
34,Fashion
35,Food
36,Fashion
37,Fashion
38,Environment
39,Food
40,Fashion
41,Food
42,Travel
43,Food
44,Travel
45,Health
46,Fashion
47,Health
48,Fashion
49,Health
50,Food
51,Education
52,Travel
53,Health
54,Fashion
55,Health
56,Politics
57,Health
58,Sports
59,Food
60,Education
61,Food
62,Education
63,Fashion
64,Fashion
65,Food
66,Health
67,Health
68,Food
69,Health
70,Education
71,Health
72,Food
73,Health
74,Health
75,Food
76,Food
77,Food
78,Food
79,Sports
80,Fashion
81,Health
82,Education
83,Fashion
84,Health
85,Health
86,Health
87,Science
88,Fashion
89,Health
90,Health
91,Food
92,Health
93,Fashion
94,Fashion
95,Technology
96,Food
97,Food
98,Science
99,Food
100,Sports
101,Health
102,Health
103,Food
104,Food
105,Politics
106,Fashion
107,Sports
108,Education
109,Food
110,Health
111,Fashion
112,Environment
113,Fashion
114,Fashion
115,Health
116,Food
117,Fashion
118,Health
119,Health
120,Food
121,Health
122,Fashion
123,Sports
124,Food
125,Health
126,Fashion
127,Health
128,Health
129,Education
130,Health
131,Health
132,Food
133,Health
134,Food
135,Health
136,Health
137,Food
138,Fashion
139,Health
140,Food
141,Fashion
142,Fashion
143,Fashion
144,Fashion
145,Environment
146,Fashion
147,Fashion
148,Health
149,Food
150,Fashion
151,Food
152,Fashion
153,Fashion
154,Food
155,Health
156,Fashion
157,Fashion
158,Fashion
159,Fashion
160,Health
161,Education
162,Fashion
163,Education
164,Fashion
165,Environment
166,Education
167,Fashion
168,Fashion
169,Environment
170,Fashion
171,Food
172,Food
173,Health
174,Health
175,Fashion
176,Health
177,Environment
178,Food
179,Health
180,Health
181,Food
182,Fashion
183,Fashion
184,Health
185,Fashion
186,Education
187,Fashion
188,Food
