ID,Label
0,Health
1,Finance
2,Health
3,Education
4,Food
5,Education
6,Education
7,Education
8,Food
9,Finance
10,Health
11,Food
12,Health
13,Food
14,Finance
15,Food
16,Health
17,Food
18,Health
19,Education
20,Education
21,Education
22,Finance
23,Food
24,Education
25,Food
26,Politics
27,Finance
28,Finance
29,Health
30,Food
31,Education
32,Health
33,Education
34,Health
35,Food
36,Food
37,Education
38,Education
39,Education
40,Food
41,Finance
42,Food
43,Education
44,Finance
45,Finance
46,Food
47,Education
48,Education
49,Science
50,Health
51,Health
52,Health
53,Finance
54,Science
55,Health
56,Politics
57,Education
58,Science
59,Food
60,Food
61,Health
62,Food
63,Food
64,Health
65,Food
66,Education
67,Education
68,Finance
69,Education
70,Health
71,Health
72,Education
73,Health
74,Health
75,Finance
76,Health
77,Politics
78,Food
79,Food
80,Health
81,Politics
82,Health
83,Science
84,Health
85,Finance
86,Education
87,Health
88,Education
89,Science
90,Education
91,Finance
92,Health
93,Health
94,Science
95,Education
96,Finance
97,Finance
98,Science
99,Education
100,Health
101,Health
102,Politics
103,Finance
104,Science
105,Politics
106,Education
107,Food
108,Health
109,Health
110,Health
111,Education
112,Education
113,Science
114,Science
115,Education
116,Politics
117,Science
118,Food
119,Health
120,Health
121,Health
122,Education
123,Health
124,Education
125,Food
126,Education
127,Education
128,Health
129,Health
130,Health
131,Health
132,Education
133,Health
134,Politics
135,Science
136,Health
137,Health
138,Food
139,Finance
140,Food
141,Education
142,Food
143,Food
144,Food
145,Education
146,Education
147,Health
148,Finance
149,Food
150,Health
151,Food
152,Science
153,Science
154,Finance
155,Food
156,Food
157,Food
158,Health
159,Food
160,Finance
161,Health
162,Food
163,Science
164,Food
165,Education
166,Science
167,Science
168,Health
169,Education
170,Science
171,Food
172,Health
173,Health
174,Food
175,Health
176,Food
177,Education
178,Politics
179,Health
180,Food
181,Health
182,Education
183,Food
184,Science
185,Science
186,Food
187,Food
188,Education
189,Food
190,Health
191,Education
192,Science
193,Health
194,Education
195,Education
196,Health
197,Education
198,Health
199,Education
200,Health
201,Finance
202,Health
203,Health
204,Food
205,Food
206,Food
207,Food
208,Food
209,Health
210,Politics
211,Politics
212,Food
213,Finance
214,Finance
215,Food
216,Politics
217,Education
218,Food
219,Finance
220,Food
221,Education
222,Health
223,Science
224,Food
225,Education
226,Science
227,Science
228,Politics
229,Science
230,Health
231,Science
232,Food
233,Health
234,Health
235,Health
236,Health
237,Health
238,Health
239,Health
240,Finance
241,Science
242,Science
243,Health
244,Education
245,Health
246,Science
247,Health
248,Health
249,Health
250,Finance
251,Finance
252,Politics
253,Education
254,Education
255,Science
256,Finance
257,Education
258,Food
259,Finance
260,Health
261,Politics
262,Finance
263,Science
264,Politics
265,Education
266,Education
267,Food
268,Health
269,Education
270,Education
271,Finance
272,Politics
273,Food
274,Politics
275,Education
276,Food
277,Health
278,Science
279,Politics
280,Health
281,Health
282,Finance
283,Politics
284,Health
285,Education
286,Health
287,Food
288,Food
289,Food
290,Science
291,Food
292,Finance
293,Health
294,Food
295,Education
296,Food
297,Politics
298,Education
299,Education
300,Health
301,Food
302,Education
303,Food
304,Health
305,Education
306,Finance
307,Education
308,Food
309,Food
310,Health
311,Health
312,Food
313,Food
314,Science
315,Finance
316,Science
317,Politics
318,Health
319,Health
320,Health
321,Education
322,Food
323,Finance
324,Food
325,Politics
326,Education
327,Science
328,Food
329,Science
330,Education
331,Education
332,Education
333,Finance
334,Food
335,Politics
336,Food
337,Food
338,Finance
339,Health
340,Food
341,Education
342,Education
343,Food
344,Food
345,Food
346,Science
347,Education
348,Health
349,Food
350,Food
351,Food
352,Health
